driver_id,car_id,shift_start,shift_end
D11,C23,2025-01-23 08:08:00,2025-01-23 16:08:00
D24,C23,2025-01-23 08:46:00,2025-01-23 14:46:00
D22,C24,2025-01-23 08:51:00,2025-01-23 17:51:00
D34,C25,2025-01-23 08:16:00,2025-01-23 14:16:00
D5,C25,2025-01-23 08:31:00,2025-01-23 17:31:00
D4,C1,2025-01-24 08:54:00,2025-01-24 15:54:00
D32,C1,2025-01-24 08:23:00,2025-01-24 15:23:00
D50,C2,2025-01-24 08:57:00,2025-01-24 14:57:00
D7,C2,2025-01-24 08:14:00,2025-01-24 14:14:00
D1,C3,2025-01-24 08:15:00,2025-01-24 14:15:00
D24,C4,2025-01-24 08:58:00,2025-01-24 15:58:00
D25,C4,2025-01-24 08:11:00,2025-01-24 14:11:00
D15,C5,2025-01-24 08:15:00,2025-01-24 17:15:00
D21,C5,2025-01-24 08:58:00,2025-01-24 16:58:00
D5,C6,2025-01-24 08:23:00,2025-01-24 14:23:00
D37,C6,2025-01-24 08:32:00,2025-01-24 14:32:00
D15,C7,2025-01-24 08:51:00,2025-01-24 14:51:00
D5,C8,2025-01-24 08:55:00,2025-01-24 16:55:00
D30,C8,2025-01-24 08:49:00,2025-01-24 16:49:00
D6,C9,2025-01-24 08:29:00,2025-01-24 14:29:00
D36,C9,2025-01-24 08:23:00,2025-01-24 15:23:00
D37,C10,2025-01-24 08:47:00,2025-01-24 15:47:00
D20,C10,2025-01-24 08:29:00,2025-01-24 16:29:00
D50,C11,2025-01-24 08:46:00,2025-01-24 15:46:00
D13,C11,2025-01-24 08:09:00,2025-01-24 14:09:00
D2,C12,2025-01-24 08:34:00,2025-01-24 16:34:00
D15,C12,2025-01-24 08:40:00,2025-01-24 14:40:00
D1,C13,2025-01-24 08:42:00,2025-01-24 17:42:00
D49,C13,2025-01-24 08:54:00,2025-01-24 16:54:00
D14,C14,2025-01-24 08:33:00,2025-01-24 15:33:00
D32,C15,2025-01-24 08:09:00,2025-01-24 16:09:00
D4,C15,2025-01-24 08:05:00,2025-01-24 14:05:00
D34,C16,2025-01-24 08:26:00,2025-01-24 16:26:00
D48,C17,2025-01-24 08:37:00,2025-01-24 14:37:00
D6,C17,2025-01-24 08:32:00,2025-01-24 15:32:00
D5,C18,2025-01-24 08:36:00,2025-01-24 14:36:00
D38,C18,2025-01-24 08:27:00,2025-01-24 15:27:00
D19,C19,2025-01-24 08:16:00,2025-01-24 16:16:00
D45,C20,2025-01-24 08:20:00,2025-01-24 16:20:00
D48,C20,2025-01-24 08:28:00,2025-01-24 16:28:00
D5,C21,2025-01-24 09:00:00,2025-01-24 16:00:00
D50,C22,2025-01-24 08:49:00,2025-01-24 14:49:00
D7,C23,2025-01-24 08:10:00,2025-01-24 17:10:00
D21,C24,2025-01-24 08:07:00,2025-01-24 16:07:00
D27,C24,2025-01-24 08:49:00,2025-01-24 15:49:00
D20,C25,2025-01-24 08:16:00,2025-01-24 14:16:00
D30,C25,2025-01-24 08:05:00,2025-01-24 15:05:00
D46,C1,2025-01-25 08:38:00,2025-01-25 14:38:00
D45,C1,2025-01-25 08:13:00,2025-01-25 16:13:00
D6,C2,2025-01-25 08:45:00,2025-01-25 15:45:00
D26,C3,2025-01-25 08:03:00,2025-01-25 16:03:00
D33,C3,2025-01-25 08:16:00,2025-01-25 15:16:00
D26,C4,2025-01-25 08:54:00,2025-01-25 17:54:00
D7,C5,2025-01-25 08:29:00,2025-01-25 14:29:00
D8,C6,2025-01-25 08:00:00,2025-01-25 14:00:00
D9,C7,2025-01-25 08:12:00,2025-01-25 17:12:00
D44,C8,2025-01-25 09:00:00,2025-01-25 15:00:00
D41,C8,2025-01-25 08:37:00,2025-01-25 16:37:00
D2,C9,2025-01-25 08:04:00,2025-01-25 15:04:00
D9,C10,2025-01-25 08:57:00,2025-01-25 16:57:00
D6,C10,2025-01-25 08:07:00,2025-01-25 14:07:00
D4,C11,2025-01-25 08:59:00,2025-01-25 17:59:00
D11,C11,2025-01-25 08:52:00,2025-01-25 17:52:00
D2,C12,2025-01-25 08:43:00,2025-01-25 17:43:00
D25,C12,2025-01-25 08:11:00,2025-01-25 16:11:00
D12,C13,2025-01-25 08:17:00,2025-01-25 16:17:00
D10,C14,2025-01-25 08:39:00,2025-01-25 15:39:00
D3,C14,2025-01-25 08:41:00,2025-01-25 16:41:00
D27,C15,2025-01-25 08:30:00,2025-01-25 14:30:00
D36,C15,2025-01-25 08:05:00,2025-01-25 16:05:00
D9,C16,2025-01-25 08:12:00,2025-01-25 15:12:00
D27,C16,2025-01-25 08:40:00,2025-01-25 14:40:00
D46,C17,2025-01-25 08:30:00,2025-01-25 17:30:00
D23,C17,2025-01-25 08:22:00,2025-01-25 16:22:00
D18,C18,2025-01-25 08:01:00,2025-01-25 16:01:00
D12,C18,2025-01-25 08:38:00,2025-01-25 15:38:00
D50,C19,2025-01-25 08:17:00,2025-01-25 14:17:00
D34,C20,2025-01-25 08:49:00,2025-01-25 15:49:00
D23,C20,2025-01-25 08:10:00,2025-01-25 14:10:00
D43,C21,2025-01-25 08:15:00,2025-01-25 16:15:00
D49,C22,2025-01-25 09:00:00,2025-01-25 16:00:00
D23,C23,2025-01-25 08:11:00,2025-01-25 15:11:00
D12,C23,2025-01-25 08:37:00,2025-01-25 16:37:00
D38,C24,2025-01-25 08:45:00,2025-01-25 16:45:00
D2,C24,2025-01-25 09:00:00,2025-01-25 16:00:00
D32,C25,2025-01-25 08:34:00,2025-01-25 16:34:00
D32,C1,2025-01-26 08:02:00,2025-01-26 14:02:00
D15,C2,2025-01-26 08:38:00,2025-01-26 15:38:00
D34,C3,2025-01-26 08:30:00,2025-01-26 14:30:00
D40,C4,2025-01-26 08:51:00,2025-01-26 15:51:00
D13,C4,2025-01-26 08:21:00,2025-01-26 15:21:00
D4,C5,2025-01-26 08:09:00,2025-01-26 15:09:00
D2,C5,2025-01-26 08:49:00,2025-01-26 14:49:00
D5,C6,2025-01-26 08:45:00,2025-01-26 17:45:00
D24,C6,2025-01-26 08:37:00,2025-01-26 14:37:00
D20,C7,2025-01-26 08:08:00,2025-01-26 15:08:00
D21,C7,2025-01-26 08:46:00,2025-01-26 17:46:00
D42,C8,2025-01-26 08:11:00,2025-01-26 16:11:00
D21,C8,2025-01-26 08:14:00,2025-01-26 15:14:00
D20,C9,2025-01-26 08:44:00,2025-01-26 16:44:00
D47,C9,2025-01-26 08:08:00,2025-01-26 15:08:00
D45,C10,2025-01-26 09:00:00,2025-01-26 18:00:00
D12,C11,2025-01-26 08:38:00,2025-01-26 16:38:00
D41,C12,2025-01-26 08:36:00,2025-01-26 14:36:00
D10,C13,2025-01-26 08:47:00,2025-01-26 14:47:00
D22,C13,2025-01-26 08:15:00,2025-01-26 16:15:00
D11,C14,2025-01-26 08:56:00,2025-01-26 14:56:00
D41,C14,2025-01-26 08:52:00,2025-01-26 16:52:00
D1,C15,2025-01-26 08:13:00,2025-01-26 15:13:00
D17,C15,2025-01-26 08:44:00,2025-01-26 14:44:00
D17,C16,2025-01-26 08:46:00,2025-01-26 14:46:00
D7,C16,2025-01-26 08:03:00,2025-01-26 17:03:00
D47,C17,2025-01-26 08:10:00,2025-01-26 17:10:00
D27,C17,2025-01-26 08:31:00,2025-01-26 17:31:00
D35,C18,2025-01-26 08:06:00,2025-01-26 17:06:00
D25,C18,2025-01-26 08:50:00,2025-01-26 15:50:00
D29,C19,2025-01-26 08:04:00,2025-01-26 14:04:00
D2,C20,2025-01-26 08:16:00,2025-01-26 14:16:00
D21,C20,2025-01-26 08:04:00,2025-01-26 16:04:00
D25,C21,2025-01-26 08:10:00,2025-01-26 14:10:00
D22,C22,2025-01-26 08:38:00,2025-01-26 17:38:00
D28,C23,2025-01-26 09:00:00,2025-01-26 16:00:00
D11,C24,2025-01-26 08:06:00,2025-01-26 16:06:00
D4,C24,2025-01-26 08:13:00,2025-01-26 15:13:00
D45,C25,2025-01-26 08:46:00,2025-01-26 16:46:00
D36,C25,2025-01-26 08:42:00,2025-01-26 16:42:00
D16,C1,2025-01-27 08:03:00,2025-01-27 17:03:00
D7,C1,2025-01-27 08:36:00,2025-01-27 17:36:00
D4,C2,2025-01-27 08:23:00,2025-01-27 14:23:00
D6,C3,2025-01-27 08:52:00,2025-01-27 17:52:00
D19,C3,2025-01-27 08:12:00,2025-01-27 14:12:00
D14,C4,2025-01-27 08:10:00,2025-01-27 16:10:00
D31,C5,2025-01-27 08:54:00,2025-01-27 14:54:00
D26,C6,2025-01-27 08:31:00,2025-01-27 16:31:00
D31,C6,2025-01-27 08:05:00,2025-01-27 17:05:00
D24,C7,2025-01-27 08:56:00,2025-01-27 17:56:00
D12,C8,2025-01-27 08:02:00,2025-01-27 16:02:00
D29,C8,2025-01-27 08:28:00,2025-01-27 17:28:00
D15,C9,2025-01-27 08:36:00,2025-01-27 14:36:00
D18,C9,2025-01-27 08:09:00,2025-01-27 14:09:00
D43,C10,2025-01-27 08:22:00,2025-01-27 17:22:00
D36,C11,2025-01-27 08:03:00,2025-01-27 17:03:00
D35,C12,2025-01-27 08:55:00,2025-01-27 17:55:00
D44,C12,2025-01-27 08:36:00,2025-01-27 15:36:00
D20,C13,2025-01-27 08:25:00,2025-01-27 14:25:00
D6,C13,2025-01-27 08:32:00,2025-01-27 15:32:00
D49,C14,2025-01-27 08:28:00,2025-01-27 15:28:00
D14,C15,2025-01-27 08:51:00,2025-01-27 15:51:00
D3,C16,2025-01-27 08:27:00,2025-01-27 14:27:00
D13,C17,2025-01-27 08:09:00,2025-01-27 16:09:00
D41,C17,2025-01-27 08:20:00,2025-01-27 14:20:00
D25,C18,2025-01-27 08:35:00,2025-01-27 17:35:00
D18,C19,2025-01-27 08:29:00,2025-01-27 14:29:00
D34,C19,2025-01-27 08:50:00,2025-01-27 17:50:00
D27,C20,2025-01-27 08:09:00,2025-01-27 15:09:00
D7,C21,2025-01-27 08:36:00,2025-01-27 14:36:00
D35,C22,2025-01-27 08:56:00,2025-01-27 17:56:00
D23,C22,2025-01-27 08:16:00,2025-01-27 17:16:00
D37,C23,2025-01-27 08:30:00,2025-01-27 14:30:00
D39,C23,2025-01-27 08:11:00,2025-01-27 16:11:00
D10,C24,2025-01-27 08:38:00,2025-01-27 17:38:00
D40,C24,2025-01-27 08:02:00,2025-01-27 17:02:00
D45,C25,2025-01-27 08:03:00,2025-01-27 17:03:00
D16,C25,2025-01-27 08:58:00,2025-01-27 16:58:00
D2,C1,2025-01-28 08:52:00,2025-01-28 16:52:00
D22,C1,2025-01-28 08:19:00,2025-01-28 16:19:00
D45,C2,2025-01-28 08:06:00,2025-01-28 15:06:00
D44,C2,2025-01-28 08:08:00,2025-01-28 16:08:00
D50,C3,2025-01-28 08:17:00,2025-01-28 17:17:00
D21,C3,2025-01-28 08:38:00,2025-01-28 14:38:00
D29,C4,2025-01-28 08:13:00,2025-01-28 17:13:00
D49,C5,2025-01-28 08:55:00,2025-01-28 16:55:00
D34,C5,2025-01-28 08:52:00,2025-01-28 14:52:00
D5,C6,2025-01-28 08:19:00,2025-01-28 17:19:00
D50,C7,2025-01-28 08:54:00,2025-01-28 14:54:00
D13,C8,2025-01-28 08:56:00,2025-01-28 15:56:00
D16,C9,2025-01-28 08:02:00,2025-01-28 17:02:00
D24,C10,2025-01-28 08:45:00,2025-01-28 15:45:00
D24,C11,2025-01-28 08:32:00,2025-01-28 17:32:00
D30,C11,2025-01-28 08:40:00,2025-01-28 14:40:00
D16,C12,2025-01-28 08:23:00,2025-01-28 17:23:00
D12,C13,2025-01-28 08:37:00,2025-01-28 16:37:00
D31,C13,2025-01-28 08:22:00,2025-01-28 15:22:00
D48,C14,2025-01-28 08:05:00,2025-01-28 16:05:00
D45,C14,2025-01-28 08:01:00,2025-01-28 17:01:00
D11,C15,2025-01-28 08:54:00,2025-01-28 15:54:00
D42,C16,2025-01-28 08:14:00,2025-01-28 15:14:00
D42,C17,2025-01-28 08:32:00,2025-01-28 14:32:00
D27,C17,2025-01-28 08:55:00,2025-01-28 14:55:00
D9,C18,2025-01-28 08:11:00,2025-01-28 14:11:00
D42,C18,2025-01-28 08:14:00,2025-01-28 16:14:00
D46,C19,2025-01-28 08:17:00,2025-01-28 17:17:00
D42,C19,2025-01-28 08:57:00,2025-01-28 17:57:00
D30,C20,2025-01-28 08:13:00,2025-01-28 17:13:00
D17,C20,2025-01-28 08:19:00,2025-01-28 17:19:00
D1,C21,2025-01-28 08:32:00,2025-01-28 16:32:00
D20,C22,2025-01-28 08:06:00,2025-01-28 17:06:00
D44,C22,2025-01-28 08:04:00,2025-01-28 16:04:00
D41,C23,2025-01-28 08:55:00,2025-01-28 16:55:00
D21,C23,2025-01-28 08:16:00,2025-01-28 16:16:00
D10,C24,2025-01-28 08:33:00,2025-01-28 15:33:00
D39,C25,2025-01-28 08:25:00,2025-01-28 16:25:00
D47,C1,2025-01-29 08:01:00,2025-01-29 17:01:00
D17,C2,2025-01-29 08:25:00,2025-01-29 17:25:00
D27,C2,2025-01-29 08:47:00,2025-01-29 14:47:00
D22,C3,2025-01-29 08:46:00,2025-01-29 15:46:00
D43,C4,2025-01-29 08:32:00,2025-01-29 16:32:00
D23,C4,2025-01-29 08:54:00,2025-01-29 15:54:00
D19,C5,2025-01-29 08:06:00,2025-01-29 17:06:00
D48,C6,2025-01-29 08:16:00,2025-01-29 15:16:00
D42,C7,2025-01-29 08:14:00,2025-01-29 16:14:00
D6,C7,2025-01-29 08:14:00,2025-01-29 16:14:00
D22,C8,2025-01-29 08:16:00,2025-01-29 16:16:00
D24,C8,2025-01-29 08:29:00,2025-01-29 14:29:00
D4,C9,2025-01-29 08:37:00,2025-01-29 14:37:00
D41,C9,2025-01-29 08:30:00,2025-01-29 15:30:00
D44,C10,2025-01-29 08:24:00,2025-01-29 16:24:00
D4,C11,2025-01-29 08:08:00,2025-01-29 15:08:00
D10,C11,2025-01-29 08:21:00,2025-01-29 17:21:00
D10,C12,2025-01-29 08:55:00,2025-01-29 15:55:00
D21,C12,2025-01-29 08:49:00,2025-01-29 14:49:00
D22,C13,2025-01-29 08:11:00,2025-01-29 16:11:00
D41,C13,2025-01-29 08:40:00,2025-01-29 14:40:00
D29,C14,2025-01-29 08:17:00,2025-01-29 15:17:00
D37,C15,2025-01-29 08:48:00,2025-01-29 15:48:00
D49,C16,2025-01-29 08:05:00,2025-01-29 15:05:00
D50,C16,2025-01-29 08:39:00,2025-01-29 17:39:00
D26,C17,2025-01-29 08:30:00,2025-01-29 17:30:00
D28,C17,2025-01-29 08:00:00,2025-01-29 14:00:00
D47,C18,2025-01-29 08:23:00,2025-01-29 14:23:00
D49,C19,2025-01-29 08:12:00,2025-01-29 14:12:00
D34,C19,2025-01-29 08:43:00,2025-01-29 14:43:00
D15,C20,2025-01-29 08:44:00,2025-01-29 16:44:00
D9,C21,2025-01-29 08:24:00,2025-01-29 16:24:00
D7,C21,2025-01-29 08:10:00,2025-01-29 14:10:00
D20,C22,2025-01-29 09:00:00,2025-01-29 17:00:00
D47,C23,2025-01-29 08:38:00,2025-01-29 16:38:00
D34,C23,2025-01-29 08:27:00,2025-01-29 15:27:00
D32,C24,2025-01-29 08:48:00,2025-01-29 15:48:00
D23,C24,2025-01-29 08:10:00,2025-01-29 17:10:00
D15,C25,2025-01-29 08:14:00,2025-01-29 15:14:00
D47,C1,2025-01-30 08:01:00,2025-01-30 15:01:00
D24,C2,2025-01-30 08:45:00,2025-01-30 14:45:00
D41,C3,2025-01-30 08:49:00,2025-01-30 14:49:00
D17,C3,2025-01-30 08:38:00,2025-01-30 14:38:00
D42,C4,2025-01-30 08:53:00,2025-01-30 14:53:00
D45,C5,2025-01-30 08:07:00,2025-01-30 17:07:00
D25,C6,2025-01-30 08:35:00,2025-01-30 16:35:00
D8,C6,2025-01-30 08:30:00,2025-01-30 15:30:00
D45,C7,2025-01-30 08:43:00,2025-01-30 14:43:00
D27,C8,2025-01-30 08:06:00,2025-01-30 16:06:00
D43,C8,2025-01-30 08:39:00,2025-01-30 15:39:00
D7,C9,2025-01-30 08:46:00,2025-01-30 14:46:00
D33,C9,2025-01-30 08:18:00,2025-01-30 14:18:00
D32,C10,2025-01-30 08:12:00,2025-01-30 15:12:00
D34,C11,2025-01-30 08:22:00,2025-01-30 17:22:00
D13,C11,2025-01-30 08:18:00,2025-01-30 15:18:00
D36,C12,2025-01-30 08:31:00,2025-01-30 15:31:00
D22,C13,2025-01-30 08:00:00,2025-01-30 14:00:00
D16,C13,2025-01-30 08:42:00,2025-01-30 14:42:00
D37,C14,2025-01-30 08:42:00,2025-01-30 17:42:00
D6,C15,2025-01-30 08:49:00,2025-01-30 14:49:00
D17,C16,2025-01-30 08:41:00,2025-01-30 15:41:00
D19,C17,2025-01-30 08:29:00,2025-01-30 14:29:00
D17,C17,2025-01-30 08:06:00,2025-01-30 15:06:00
D19,C18,2025-01-30 08:23:00,2025-01-30 16:23:00
D48,C19,2025-01-30 08:06:00,2025-01-30 14:06:00
D8,C19,2025-01-30 08:00:00,2025-01-30 15:00:00
D22,C20,2025-01-30 08:22:00,2025-01-30 17:22:00
D47,C21,2025-01-30 08:23:00,2025-01-30 16:23:00
D6,C21,2025-01-30 08:11:00,2025-01-30 14:11:00
D26,C22,2025-01-30 08:17:00,2025-01-30 17:17:00
D30,C22,2025-01-30 08:44:00,2025-01-30 17:44:00
D42,C23,2025-01-30 08:07:00,2025-01-30 15:07:00
D11,C23,2025-01-30 08:44:00,2025-01-30 14:44:00
D7,C24,2025-01-30 08:26:00,2025-01-30 17:26:00
D12,C25,2025-01-30 08:24:00,2025-01-30 16:24:00
D40,C25,2025-01-30 08:39:00,2025-01-30 14:39:00
D31,C1,2025-01-31 08:58:00,2025-01-31 17:58:00
D27,C2,2025-01-31 08:28:00,2025-01-31 14:28:00
D17,C3,2025-01-31 08:41:00,2025-01-31 16:41:00
D46,C4,2025-01-31 08:55:00,2025-01-31 15:55:00
D34,C5,2025-01-31 08:44:00,2025-01-31 14:44:00
D45,C5,2025-01-31 08:27:00,2025-01-31 15:27:00
D23,C6,2025-01-31 08:43:00,2025-01-31 17:43:00
D43,C6,2025-01-31 08:09:00,2025-01-31 14:09:00
D42,C7,2025-01-31 08:59:00,2025-01-31 15:59:00
D32,C8,2025-01-31 08:04:00,2025-01-31 17:04:00
D11,C8,2025-01-31 08:20:00,2025-01-31 15:20:00
D18,C9,2025-01-31 08:32:00,2025-01-31 15:32:00
D4,C9,2025-01-31 08:35:00,2025-01-31 17:35:00
D16,C10,2025-01-31 08:29:00,2025-01-31 17:29:00
D6,C10,2025-01-31 08:51:00,2025-01-31 17:51:00
D32,C11,2025-01-31 08:28:00,2025-01-31 16:28:00
D32,C12,2025-01-31 08:47:00,2025-01-31 14:47:00
D26,C13,2025-01-31 08:26:00,2025-01-31 14:26:00
D6,C14,2025-01-31 08:50:00,2025-01-31 16:50:00
D42,C15,2025-01-31 08:42:00,2025-01-31 17:42:00
D24,C16,2025-01-31 08:52:00,2025-01-31 15:52:00
D4,C16,2025-01-31 08:54:00,2025-01-31 17:54:00
D36,C17,2025-01-31 08:39:00,2025-01-31 17:39:00
D50,C17,2025-01-31 08:45:00,2025-01-31 16:45:00
D8,C18,2025-01-31 08:48:00,2025-01-31 15:48:00
D7,C18,2025-01-31 08:00:00,2025-01-31 16:00:00
D41,C19,2025-01-31 08:35:00,2025-01-31 16:35:00
D19,C19,2025-01-31 08:44:00,2025-01-31 14:44:00
D11,C20,2025-01-31 08:31:00,2025-01-31 15:31:00
D7,C21,2025-01-31 08:39:00,2025-01-31 15:39:00
D17,C21,2025-01-31 08:12:00,2025-01-31 14:12:00
D14,C22,2025-01-31 08:52:00,2025-01-31 15:52:00
D30,C22,2025-01-31 08:45:00,2025-01-31 16:45:00
D49,C23,2025-01-31 08:26:00,2025-01-31 14:26:00
D50,C24,2025-01-31 08:57:00,2025-01-31 17:57:00
D43,C25,2025-01-31 08:32:00,2025-01-31 15:32:00
D38,C25,2025-01-31 08:31:00,2025-01-31 14:31:00
D36,C1,2025-02-01 08:59:00,2025-02-01 17:59:00
D33,C2,2025-02-01 08:58:00,2025-02-01 15:58:00
D50,C2,2025-02-01 08:44:00,2025-02-01 15:44:00
D7,C3,2025-02-01 08:24:00,2025-02-01 16:24:00
D27,C4,2025-02-01 08:58:00,2025-02-01 15:58:00
D39,C4,2025-02-01 08:17:00,2025-02-01 17:17:00
D19,C5,2025-02-01 08:51:00,2025-02-01 15:51:00
D29,C5,2025-02-01 08:08:00,2025-02-01 17:08:00
D45,C6,2025-02-01 08:55:00,2025-02-01 16:55:00
D36,C6,2025-02-01 08:45:00,2025-02-01 15:45:00
D14,C7,2025-02-01 08:39:00,2025-02-01 16:39:00
D44,C8,2025-02-01 08:45:00,2025-02-01 15:45:00
D9,C8,2025-02-01 08:32:00,2025-02-01 16:32:00
D49,C9,2025-02-01 08:22:00,2025-02-01 17:22:00
D44,C10,2025-02-01 08:57:00,2025-02-01 16:57:00
D48,C10,2025-02-01 08:56:00,2025-02-01 17:56:00
D34,C11,2025-02-01 08:06:00,2025-02-01 14:06:00
D10,C12,2025-02-01 08:42:00,2025-02-01 14:42:00
D4,C12,2025-02-01 08:12:00,2025-02-01 16:12:00
D19,C13,2025-02-01 08:43:00,2025-02-01 16:43:00
D4,C14,2025-02-01 08:44:00,2025-02-01 16:44:00
D49,C15,2025-02-01 08:34:00,2025-02-01 14:34:00
D29,C16,2025-02-01 08:39:00,2025-02-01 15:39:00
D7,C16,2025-02-01 08:47:00,2025-02-01 17:47:00
D33,C17,2025-02-01 08:50:00,2025-02-01 16:50:00
D25,C18,2025-02-01 08:24:00,2025-02-01 17:24:00
D36,C19,2025-02-01 08:00:00,2025-02-01 16:00:00
D4,C19,2025-02-01 08:12:00,2025-02-01 17:12:00
D41,C20,2025-02-01 08:45:00,2025-02-01 16:45:00
D50,C21,2025-02-01 08:46:00,2025-02-01 15:46:00
D29,C22,2025-02-01 08:43:00,2025-02-01 14:43:00
D12,C22,2025-02-01 08:11:00,2025-02-01 15:11:00
D25,C23,2025-02-01 08:02:00,2025-02-01 17:02:00
D36,C24,2025-02-01 08:08:00,2025-02-01 15:08:00
D17,C24,2025-02-01 08:37:00,2025-02-01 16:37:00
D22,C25,2025-02-01 08:29:00,2025-02-01 15:29:00
D10,C1,2025-02-02 08:59:00,2025-02-02 16:59:00
D50,C2,2025-02-02 08:59:00,2025-02-02 16:59:00
D37,C3,2025-02-02 08:22:00,2025-02-02 14:22:00
D36,C3,2025-02-02 08:50:00,2025-02-02 16:50:00
D12,C4,2025-02-02 08:33:00,2025-02-02 14:33:00
D27,C5,2025-02-02 08:34:00,2025-02-02 17:34:00
D23,C6,2025-02-02 08:14:00,2025-02-02 15:14:00
D22,C7,2025-02-02 08:18:00,2025-02-02 15:18:00
D24,C7,2025-02-02 09:00:00,2025-02-02 18:00:00
D8,C8,2025-02-02 08:42:00,2025-02-02 16:42:00
D16,C9,2025-02-02 08:39:00,2025-02-02 15:39:00
D42,C9,2025-02-02 08:02:00,2025-02-02 16:02:00
D8,C10,2025-02-02 08:16:00,2025-02-02 16:16:00
D25,C10,2025-02-02 08:01:00,2025-02-02 16:01:00
D32,C11,2025-02-02 08:18:00,2025-02-02 15:18:00
D3,C11,2025-02-02 08:20:00,2025-02-02 14:20:00
D11,C12,2025-02-02 08:49:00,2025-02-02 14:49:00
D14,C13,2025-02-02 08:42:00,2025-02-02 15:42:00
D7,C14,2025-02-02 08:34:00,2025-02-02 17:34:00
D14,C14,2025-02-02 08:41:00,2025-02-02 14:41:00
D2,C15,2025-02-02 08:29:00,2025-02-02 16:29:00
D6,C16,2025-02-02 08:04:00,2025-02-02 14:04:00
D17,C17,2025-02-02 08:35:00,2025-02-02 14:35:00
D17,C18,2025-02-02 08:26:00,2025-02-02 17:26:00
D41,C19,2025-02-02 08:27:00,2025-02-02 16:27:00
D26,C19,2025-02-02 08:01:00,2025-02-02 17:01:00
D35,C20,2025-02-02 08:00:00,2025-02-02 14:00:00
D45,C21,2025-02-02 08:54:00,2025-02-02 14:54:00
D33,C22,2025-02-02 08:18:00,2025-02-02 16:18:00
D7,C22,2025-02-02 08:38:00,2025-02-02 14:38:00
D49,C23,2025-02-02 08:24:00,2025-02-02 17:24:00
D29,C23,2025-02-02 08:52:00,2025-02-02 14:52:00
D11,C24,2025-02-02 08:14:00,2025-02-02 15:14:00
D35,C24,2025-02-02 08:47:00,2025-02-02 17:47:00
D41,C25,2025-02-02 08:19:00,2025-02-02 16:19:00
D10,C25,2025-02-02 09:00:00,2025-02-02 15:00:00
D8,C1,2025-02-03 08:02:00,2025-02-03 14:02:00
D35,C2,2025-02-03 09:00:00,2025-02-03 15:00:00
D36,C2,2025-02-03 08:19:00,2025-02-03 15:19:00
D14,C3,2025-02-03 08:57:00,2025-02-03 15:57:00
D27,C3,2025-02-03 08:10:00,2025-02-03 15:10:00
D40,C4,2025-02-03 08:53:00,2025-02-03 16:53:00
D8,C5,2025-02-03 08:11:00,2025-02-03 14:11:00
D42,C6,2025-02-03 08:04:00,2025-02-03 16:04:00
D36,C6,2025-02-03 08:42:00,2025-02-03 14:42:00
D7,C7,2025-02-03 08:46:00,2025-02-03 17:46:00
D13,C7,2025-02-03 09:00:00,2025-02-03 17:00:00
D9,C8,2025-02-03 08:41:00,2025-02-03 15:41:00
D43,C8,2025-02-03 08:06:00,2025-02-03 16:06:00
D13,C9,2025-02-03 08:20:00,2025-02-03 17:20:00
D22,C10,2025-02-03 08:42:00,2025-02-03 16:42:00
D40,C10,2025-02-03 08:44:00,2025-02-03 15:44:00
D21,C11,2025-02-03 08:10:00,2025-02-03 14:10:00
D28,C11,2025-02-03 08:20:00,2025-02-03 15:20:00
D46,C12,2025-02-03 08:47:00,2025-02-03 17:47:00
D24,C13,2025-02-03 08:43:00,2025-02-03 16:43:00
D9,C13,2025-02-03 08:56:00,2025-02-03 17:56:00
D29,C14,2025-02-03 08:49:00,2025-02-03 16:49:00
D23,C14,2025-02-03 08:31:00,2025-02-03 14:31:00
D42,C15,2025-02-03 08:38:00,2025-02-03 14:38:00
D9,C16,2025-02-03 08:12:00,2025-02-03 16:12:00
D35,C16,2025-02-03 08:46:00,2025-02-03 14:46:00
D2,C17,2025-02-03 08:54:00,2025-02-03 14:54:00
D50,C18,2025-02-03 08:13:00,2025-02-03 14:13:00
D38,C18,2025-02-03 08:35:00,2025-02-03 16:35:00
D42,C19,2025-02-03 08:09:00,2025-02-03 16:09:00
D50,C19,2025-02-03 08:25:00,2025-02-03 15:25:00
D9,C20,2025-02-03 08:32:00,2025-02-03 14:32:00
D30,C20,2025-02-03 08:25:00,2025-02-03 16:25:00
D43,C21,2025-02-03 08:15:00,2025-02-03 15:15:00
D29,C22,2025-02-03 08:10:00,2025-02-03 15:10:00
D48,C23,2025-02-03 08:46:00,2025-02-03 17:46:00
D3,C24,2025-02-03 08:48:00,2025-02-03 17:48:00
D15,C24,2025-02-03 08:14:00,2025-02-03 14:14:00
D24,C25,2025-02-03 08:02:00,2025-02-03 15:02:00
D15,C25,2025-02-03 08:33:00,2025-02-03 16:33:00
D31,C1,2025-02-04 08:56:00,2025-02-04 14:56:00
D30,C1,2025-02-04 08:02:00,2025-02-04 16:02:00
D46,C2,2025-02-04 08:33:00,2025-02-04 16:33:00
D38,C3,2025-02-04 08:36:00,2025-02-04 15:36:00
D35,C3,2025-02-04 08:24:00,2025-02-04 17:24:00
D38,C4,2025-02-04 08:57:00,2025-02-04 14:57:00
D42,C4,2025-02-04 08:33:00,2025-02-04 16:33:00
D15,C5,2025-02-04 08:25:00,2025-02-04 16:25:00
D34,C5,2025-02-04 08:52:00,2025-02-04 16:52:00
