date,driver_id,car_id,seconds_above_15kmh,g_events,seatbelt_alarm_seconds,end_odometer_km
2/1/2025,D7,C16,14261,5,0,19191
2/1/2025,D33,C17,10758,5,0,25430
2/1/2025,D25,C18,11211,5,0,21650
2/1/2025,D36,C19,7158,1,0,14981
2/1/2025,D4,C19,12340,5,0,16884
2/1/2025,D41,C20,7454,0,0,18009
2/1/2025,D50,C21,14998,5,0,12919
2/1/2025,D29,C22,11175,5,40,12146
2/1/2025,D12,C22,10173,5,0,16963
2/1/2025,D25,C23,8676,5,0,17227
2/1/2025,D36,C24,14476,5,0,23788
2/1/2025,D17,C24,14790,1,0,19047
2/1/2025,D22,C25,8143,5,0,20792
2/2/2025,D10,C1,12585,4,0,17480
2/2/2025,D50,C2,9249,5,0,25121
2/2/2025,D37,C3,8003,5,0,19210
2/2/2025,D36,C3,9761,2,0,20752
2/2/2025,D12,C4,6254,5,60,15549
2/2/2025,D27,C5,13973,2,0,21164
2/2/2025,D23,C6,14731,1,0,18301
2/2/2025,D22,C7,9500,0,0,17424
2/2/2025,D24,C7,9829,5,0,15785
2/2/2025,D8,C8,6137,5,0,21002
2/2/2025,D16,C9,6595,0,0,17205
2/2/2025,D42,C9,8045,4,60,19025
2/2/2025,D8,C10,11160,2,60,19207
2/2/2025,D25,C10,10532,3,0,17014
2/2/2025,D32,C11,13916,4,40,21516
2/2/2025,D3,C11,9278,5,60,19929
2/2/2025,D11,C12,7971,5,40,12100
2/2/2025,D14,C13,12362,2,0,15673
2/2/2025,D7,C14,12550,3,60,18481
2/2/2025,D14,C14,12057,4,0,21260
2/2/2025,D2,C15,10027,3,60,14588
2/2/2025,D6,C16,12362,5,60,25022
2/2/2025,D17,C17,9737,2,0,21220
2/2/2025,D17,C18,11181,2,40,22064
2/2/2025,D41,C19,10757,5,40,23434
2/2/2025,D26,C19,13583,3,0,12715
2/2/2025,D35,C20,6701,3,0,25171
2/2/2025,D45,C21,8471,5,0,19282
2/2/2025,D33,C22,12045,5,0,21152
2/2/2025,D7,C22,13237,4,0,18806
2/2/2025,D49,C23,9966,5,0,22611
2/2/2025,D29,C23,10816,3,40,13983
2/2/2025,D11,C24,6020,1,60,17406
2/2/2025,D35,C24,9005,5,0,14697
2/2/2025,D41,C25,8597,0,0,21391
2/2/2025,D10,C25,9418,5,0,16706
2/3/2025,D8,C1,11425,3,60,21183
2/3/2025,D35,C2,7416,5,60,15784
2/3/2025,D36,C2,11819,2,0,14104
2/3/2025,D14,C3,9535,1,0,15293
2/3/2025,D27,C3,12843,4,0,13657
2/3/2025,D40,C4,14958,0,60,16537
2/3/2025,D8,C5,10527,0,40,14822
2/3/2025,D42,C6,7996,0,0,18000
2/3/2025,D36,C6,9223,4,0,18004
2/3/2025,D7,C7,7460,4,0,20954
2/3/2025,D13,C7,12612,1,0,21788
2/3/2025,D9,C8,10447,4,0,22052
2/3/2025,D43,C8,11721,4,0,22948
2/3/2025,D13,C9,14226,4,40,17244
2/3/2025,D22,C10,13364,5,40,20319
2/3/2025,D40,C10,13071,4,0,21623
2/3/2025,D21,C11,7433,5,60,12280
2/3/2025,D28,C11,10211,1,0,15175
2/3/2025,D46,C12,9178,4,0,21584
2/3/2025,D24,C13,7397,2,0,23810
2/3/2025,D9,C13,14308,4,0,24600
2/3/2025,D29,C14,14050,0,40,17441
2/3/2025,D23,C14,7069,1,0,15452
2/3/2025,D42,C15,9941,0,0,14464
2/3/2025,D9,C16,11871,5,0,19130
2/3/2025,D35,C16,13924,4,60,22525
2/3/2025,D2,C17,8423,0,0,24631
2/3/2025,D50,C18,14459,4,60,15501
2/3/2025,D38,C18,7428,2,40,20496
2/3/2025,D42,C19,8192,0,0,14670
2/3/2025,D50,C19,8687,5,60,17688
2/3/2025,D9,C20,6616,5,0,19973
2/3/2025,D30,C20,8582,5,0,16357
2/3/2025,D43,C21,8836,0,60,18046
2/3/2025,D29,C22,11937,2,0,21161
2/3/2025,D48,C23,14276,0,0,22662
2/3/2025,D3,C24,9745,4,60,23733
2/3/2025,D15,C24,14850,3,0,16529
2/3/2025,D24,C25,11775,1,40,17562
2/3/2025,D15,C25,9813,2,40,16703
2/4/2025,D31,C1,14233,0,0,21986
2/4/2025,D30,C1,13340,5,60,11524
2/4/2025,D46,C2,9320,0,0,22370
2/4/2025,D38,C3,10343,3,0,18745
2/4/2025,D35,C3,14621,2,0,14859
2/4/2025,D38,C4,9965,1,60,19891
2/4/2025,D42,C4,11546,2,0,19068
2/4/2025,D15,C5,12744,2,60,19017
2/4/2025,D34,C5,9914,1,40,20190
2/4/2025,D31,C6,8723,3,60,17489
2/4/2025,D39,C6,6390,0,0,19534
2/4/2025,D5,C7,13663,5,0,16584
2/4/2025,D10,C8,9257,0,60,16035
2/4/2025,D39,C9,11343,3,40,20892
2/4/2025,D46,C9,10002,2,40,17005
2/4/2025,D22,C10,10027,1,40,15098
2/4/2025,D47,C10,7087,0,0,22921
2/4/2025,D14,C11,9903,4,0,17742
2/4/2025,D38,C11,14264,0,40,18128
2/4/2025,D9,C12,9778,3,60,15144
2/4/2025,D41,C13,10781,0,60,16176
2/4/2025,D4,C14,7393,4,0,13202
2/4/2025,D34,C15,11357,1,40,18387
2/4/2025,D6,C16,12949,3,60,21469
2/4/2025,D14,C16,9863,5,40,18873
2/4/2025,D15,C17,6593,5,0,21355
2/4/2025,D38,C18,13058,2,0,24888
2/4/2025,D11,C19,7156,5,60,17144
2/4/2025,D47,C19,14390,3,0,20768
2/4/2025,D15,C20,6019,2,0,20166
2/4/2025,D7,C21,7432,2,60,19035
2/4/2025,D10,C22,14875,5,0,14476
2/4/2025,D39,C22,10420,3,60,17917
2/4/2025,D6,C23,7976,0,0,14749
2/4/2025,D50,C24,13123,4,0,17601
2/4/2025,D24,C25,14990,5,60,16824
2/4/2025,D3,C25,12628,2,0,16085
2/5/2025,D23,C1,11120,0,0,20358
2/5/2025,D38,C1,12990,4,0,17660
2/5/2025,D31,C2,11268,1,0,20204
2/5/2025,D50,C2,13034,0,0,16162
2/5/2025,D13,C3,7084,0,0,13417
2/5/2025,D1,C3,11876,5,60,20806
2/5/2025,D25,C4,9572,1,0,14452
2/5/2025,D27,C5,12912,0,0,15985
2/5/2025,D24,C5,13830,1,0,23183
2/5/2025,D35,C6,8479,4,40,15147
2/5/2025,D28,C6,10539,0,60,16622
2/5/2025,D49,C7,11813,3,0,17939
2/5/2025,D14,C7,6753,0,0,16235
2/5/2025,D17,C8,6773,1,60,13117
2/5/2025,D20,C8,9113,5,0,16386
2/5/2025,D43,C9,7426,4,0,14353
2/5/2025,D45,C10,9512,3,60,21438
2/5/2025,D11,C10,9968,5,60,23721
2/5/2025,D36,C11,10864,1,0,23283
2/5/2025,D40,C11,7032,4,0,18594
2/5/2025,D6,C12,8345,5,0,22626
2/5/2025,D39,C13,12170,1,0,15365
2/5/2025,D28,C13,7262,1,60,14975
2/5/2025,D6,C14,7237,4,60,21608
2/5/2025,D39,C14,10805,2,0,15170
2/5/2025,D46,C15,7740,5,0,23239
2/5/2025,D39,C15,6491,5,0,21520
2/5/2025,D1,C16,10181,0,60,18913
2/5/2025,D13,C16,12133,0,0,20227
2/5/2025,D40,C17,6926,1,0,22357
2/5/2025,D16,C18,10291,4,40,15534
2/5/2025,D42,C18,10807,4,0,21860
2/5/2025,D23,C19,11172,0,60,24390
2/5/2025,D43,C19,10070,1,60,18376
2/5/2025,D48,C20,12190,3,60,14237
2/5/2025,D36,C21,7437,1,40,21704
2/5/2025,D18,C22,8852,0,0,17688
2/5/2025,D15,C22,7013,3,60,20916
2/5/2025,D17,C23,9735,2,0,19810
2/5/2025,D36,C24,12129,4,0,23928
2/5/2025,D8,C25,9532,1,0,21481
2/5/2025,D33,C25,11318,2,0,16252
2/6/2025,D37,C1,14525,4,0,23653
2/6/2025,D31,C1,7621,2,0,15807
2/6/2025,D44,C2,7200,4,0,16629
2/6/2025,D30,C2,12490,2,60,17560
2/6/2025,D5,C3,14942,5,0,21459
2/6/2025,D25,C3,12159,5,0,16155
2/6/2025,D27,C4,13468,5,0,21259
2/6/2025,D23,C4,13849,5,0,23947
2/6/2025,D19,C5,14430,2,60,17734
2/6/2025,D5,C6,7470,5,60,22061
2/6/2025,D36,C6,8814,5,40,18159
2/6/2025,D14,C7,14730,1,0,18344
2/6/2025,D37,C7,9746,4,0,19446
2/6/2025,D48,C8,8149,2,0,17214
2/6/2025,D13,C8,10367,4,0,13168
2/6/2025,D15,C9,8286,1,0,18242
2/6/2025,D10,C10,11507,3,40,21345
2/6/2025,D50,C10,12135,4,0,19789
2/6/2025,D40,C11,10788,3,0,14352
2/6/2025,D1,C11,8978,4,0,16903
2/6/2025,D40,C12,10009,3,60,20437
2/6/2025,D21,C12,8309,1,0,16075
2/6/2025,D26,C13,14622,2,40,16493
2/6/2025,D15,C13,11903,4,0,21053
2/6/2025,D35,C14,9610,5,40,22996
2/6/2025,D3,C14,11670,0,0,14052
2/6/2025,D8,C15,8117,1,60,18503
2/6/2025,D45,C15,7955,0,0,20505
2/6/2025,D44,C16,7194,0,0,15541
2/6/2025,D21,C17,12474,2,60,13418
2/6/2025,D36,C18,9445,4,0,22016
2/6/2025,D31,C19,14527,5,40,15063
2/6/2025,D40,C19,11723,5,60,15280
2/6/2025,D14,C20,6478,0,40,15683
2/6/2025,D27,C20,12241,4,60,16394
2/6/2025,D29,C21,10481,1,0,24118
2/6/2025,D12,C21,6996,0,0,21794
2/6/2025,D47,C22,11317,0,0,22959
2/6/2025,D25,C23,9330,0,40,21056
2/6/2025,D13,C23,11783,2,40,20395
2/6/2025,D27,C24,14851,4,40,21181
2/6/2025,D32,C25,7947,2,0,15247
2/6/2025,D20,C25,8780,2,0,12416
2/7/2025,D4,C1,14659,0,0,22282
2/7/2025,D41,C2,8554,4,40,20413
2/7/2025,D7,C2,11899,3,0,21039
2/7/2025,D36,C3,10845,5,60,17480
2/7/2025,D17,C3,6542,5,0,17914
2/7/2025,D44,C4,13746,4,40,18450
2/7/2025,D39,C4,11716,5,0,23384
2/7/2025,D21,C5,6980,3,0,19252
2/7/2025,D44,C5,14123,0,60,19005
2/7/2025,D25,C6,10349,0,0,18397
2/7/2025,D41,C7,6147,3,0,17999
2/7/2025,D10,C7,10420,1,40,14679
2/7/2025,D41,C8,9571,5,0,19026
2/7/2025,D40,C8,8065,1,0,22722
2/7/2025,D11,C9,10136,0,40,22069
2/7/2025,D21,C10,14368,1,0,16066
2/7/2025,D42,C10,6954,3,60,13677
2/7/2025,D29,C11,14155,1,0,21650
2/7/2025,D50,C11,10221,1,0,21033
2/7/2025,D11,C12,8724,4,0,16337
2/7/2025,D12,C12,7797,4,0,14989
2/7/2025,D48,C13,7200,5,60,21435
2/7/2025,D45,C13,13859,0,0,15085
2/7/2025,D7,C14,13152,1,60,24176
2/7/2025,D5,C14,7492,4,40,16874
2/7/2025,D50,C15,14476,3,60,22672
2/7/2025,D17,C16,9255,5,0,16995
2/7/2025,D42,C17,10808,1,0,24092
2/7/2025,D15,C18,15000,3,60,23268
2/7/2025,D16,C18,10241,1,0,18497
2/7/2025,D34,C19,13737,4,40,24164
2/7/2025,D3,C20,7398,1,40,20434
2/7/2025,D31,C21,14316,1,0,18466
2/7/2025,D30,C21,9051,2,0,22932
2/7/2025,D45,C22,8364,2,60,21651
2/7/2025,D41,C23,11035,3,0,16038
2/7/2025,D48,C23,9315,5,0,17790
2/7/2025,D31,C24,9087,2,0,21124
2/7/2025,D35,C24,13603,4,40,15654
2/7/2025,D27,C25,11099,4,0,17548
2/7/2025,D17,C25,6960,5,0,25781
2/8/2025,D23,C1,14819,3,60,15035
2/8/2025,D45,C2,10453,1,0,12620
2/8/2025,D20,C3,8973,2,0,15852
2/8/2025,D1,C3,8533,3,0,15628
2/8/2025,D1,C4,9848,3,0,16621
2/8/2025,D27,C5,9984,2,0,14335
2/8/2025,D16,C6,14882,2,40,18899
2/8/2025,D11,C6,12705,1,0,21325
2/8/2025,D17,C7,11907,2,0,22482
2/8/2025,D34,C8,13430,4,0,19325
2/8/2025,D42,C9,7257,0,60,19167
2/8/2025,D48,C9,13199,2,60,16393
2/8/2025,D12,C10,13634,5,0,23726
2/8/2025,D41,C11,8997,5,0,22255
2/8/2025,D45,C12,13089,2,0,23379
2/8/2025,D40,C12,12279,5,0,22387
2/8/2025,D4,C13,6084,1,60,14663
2/8/2025,D7,C14,9016,1,0,22214
2/8/2025,D46,C15,7845,2,0,23253
2/8/2025,D6,C16,9429,1,40,16930
2/8/2025,D14,C17,6782,0,0,19325
2/8/2025,D22,C17,13431,4,40,21023
2/8/2025,D30,C18,9253,5,60,20342
2/8/2025,D45,C18,7400,0,0,24977
2/8/2025,D4,C19,6760,1,0,24665
2/8/2025,D35,C20,9546,5,0,19201
2/8/2025,D17,C21,6320,4,0,19290
2/8/2025,D8,C22,12401,3,40,22585
2/8/2025,D50,C23,6320,4,0,24399
2/8/2025,D29,C23,12526,3,60,17210
2/8/2025,D34,C24,6112,0,0,14503
2/8/2025,D25,C25,12600,4,40,13497
2/8/2025,D44,C25,9383,5,40,17027
2/9/2025,D17,C1,6250,5,0,18988
2/9/2025,D24,C2,9683,2,40,23227
2/9/2025,D8,C3,10747,2,0,17162
2/9/2025,D1,C4,6873,3,60,18599
2/9/2025,D11,C4,6465,4,40,20886
2/9/2025,D16,C5,10203,5,60,13812
2/9/2025,D1,C5,8411,5,60,22196
2/9/2025,D50,C6,12873,0,40,13105
2/9/2025,D6,C6,12296,2,0,16662
2/9/2025,D49,C7,14038,5,0,16367
2/9/2025,D41,C7,8423,2,40,15834
2/9/2025,D9,C8,6835,3,60,22968
2/9/2025,D36,C9,14972,0,0,12774
2/9/2025,D42,C9,8828,0,0,24659
2/9/2025,D2,C10,9264,3,0,24276
2/9/2025,D47,C11,14375,0,40,16066
2/9/2025,D9,C11,6726,3,0,21397
2/9/2025,D35,C12,14373,2,0,19432
2/9/2025,D45,C12,6125,2,60,21497
2/9/2025,D21,C13,11003,2,0,18357
2/9/2025,D47,C13,6074,0,0,21191
2/9/2025,D34,C14,9518,1,0,16134
2/9/2025,D17,C15,6060,5,0,24015
2/9/2025,D35,C15,7083,3,0,19488
2/9/2025,D2,C16,10381,0,60,21395
2/9/2025,D21,C17,12672,3,0,21797
2/9/2025,D13,C18,8243,5,0,19051
2/9/2025,D34,C18,10985,5,60,13302
2/9/2025,D21,C19,10675,4,0,24252
2/9/2025,D27,C19,7318,0,40,18103
2/9/2025,D3,C20,12264,3,0,17471
2/9/2025,D3,C21,9742,4,40,14638
2/9/2025,D13,C22,12081,0,60,16942
2/9/2025,D7,C22,12004,5,40,15291
2/9/2025,D4,C23,12240,5,60,16303
2/9/2025,D24,C23,13612,1,0,19131
2/9/2025,D6,C24,6104,1,40,17582
2/9/2025,D30,C24,11671,5,0,17804
2/9/2025,D46,C25,8100,4,40,15989
2/9/2025,D4,C25,12462,2,0,20925
2/10/2025,D20,C1,11632,4,60,17815
2/10/2025,D7,C2,7187,3,0,18797
2/10/2025,D13,C3,14282,1,40,22606
2/10/2025,D34,C3,14925,2,60,14896
2/10/2025,D48,C4,8688,3,40,18402
2/10/2025,D7,C4,6858,4,0,24666
2/10/2025,D7,C5,11934,4,40,19656
2/10/2025,D11,C5,12927,5,0,25806
2/10/2025,D43,C6,12199,1,0,20758
2/10/2025,D11,C6,6930,3,0,17494
2/10/2025,D36,C7,14672,3,60,22543
2/10/2025,D21,C7,14925,4,0,15331
2/10/2025,D39,C8,9704,3,0,23764
2/10/2025,D16,C8,12883,3,0,16278
2/10/2025,D29,C9,10231,0,0,19337
2/10/2025,D26,C9,11974,5,40,19041
2/10/2025,D20,C10,12814,5,40,13490
2/10/2025,D14,C11,7928,2,0,19494
2/10/2025,D50,C12,6123,4,0,15583
2/10/2025,D7,C13,9021,4,40,20525
2/10/2025,D10,C14,12585,4,0,25894
2/10/2025,D9,C14,10208,2,0,17423
2/10/2025,D17,C15,12844,3,0,20251
2/10/2025,D37,C16,9113,1,0,18950
2/10/2025,D47,C17,13538,0,0,24028
2/10/2025,D32,C18,9639,4,0,20908
2/10/2025,D3,C19,6810,1,0,16038
2/10/2025,D47,C19,13375,5,40,17099
2/10/2025,D23,C20,9454,1,0,13015
2/10/2025,D28,C20,8101,2,0,21943
2/10/2025,D41,C21,14923,1,40,17496
2/10/2025,D20,C22,13534,1,60,17881
2/10/2025,D35,C23,8360,5,60,17405
2/10/2025,D37,C23,10265,4,60,21495
2/10/2025,D4,C24,6706,1,0,19631
2/10/2025,D49,C25,6865,0,0,24827
2/10/2025,D39,C25,8966,3,0,21812
2/11/2025,D26,C1,13065,5,40,15927
2/11/2025,D10,C1,10628,2,0,19028
2/11/2025,D36,C2,8061,2,0,20954
2/11/2025,D26,C3,10160,2,40,20812
2/11/2025,D49,C4,14345,4,60,23295
2/11/2025,D32,C5,6696,0,0,15633
2/11/2025,D16,C6,7729,2,0,18869
2/11/2025,D21,C7,12291,0,40,20740
2/11/2025,D44,C7,7208,1,0,26755
2/11/2025,D24,C8,8219,2,60,23734
2/11/2025,D23,C8,7292,3,60,20048
2/11/2025,D11,C9,10033,1,0,21665
2/11/2025,D23,C9,13073,1,0,25859
2/11/2025,D3,C10,10937,2,0,22739
2/11/2025,D15,C10,6768,3,0,18619
2/11/2025,D48,C11,10052,5,40,15928
2/11/2025,D19,C12,14712,4,0,21507
2/11/2025,D20,C13,10637,2,0,14580
2/11/2025,D22,C14,14843,4,0,23849
2/11/2025,D35,C15,8547,5,40,16186
2/11/2025,D40,C16,8033,5,0,23639
2/11/2025,D47,C16,14264,1,0,25661
2/11/2025,D11,C17,12368,0,0,22322
2/11/2025,D4,C17,13911,2,60,20430
2/11/2025,D30,C18,12065,5,60,20189
2/11/2025,D25,C19,12119,2,60,21658
2/11/2025,D7,C20,11988,1,40,15679
2/11/2025,D2,C20,13290,3,40,26226
2/11/2025,D21,C21,7973,4,0,16876
2/11/2025,D13,C22,12239,3,40,24007
2/11/2025,D3,C23,7836,0,0,24849
2/11/2025,D32,C24,12091,5,0,15725
2/11/2025,D26,C24,12645,0,60,16581
2/11/2025,D23,C25,6931,2,0,18646
2/11/2025,D41,C25,6509,3,0,21457
2/12/2025,D41,C1,9182,1,0,21970
2/12/2025,D36,C2,12137,2,0,16657
2/12/2025,D10,C3,6054,1,60,16355
2/12/2025,D6,C4,7829,0,0,20092
2/12/2025,D27,C5,9613,3,0,19976
2/12/2025,D20,C6,6737,4,40,16083
2/12/2025,D39,C6,7477,5,0,16358
2/12/2025,D42,C7,11440,3,40,19809
2/12/2025,D20,C8,8773,2,40,14656
2/12/2025,D50,C9,10732,0,0,18315
2/12/2025,D10,C9,13440,3,60,17959
2/12/2025,D12,C10,11425,2,40,17790
2/12/2025,D49,C11,8568,5,40,22443
2/12/2025,D20,C12,13853,2,40,20355
2/12/2025,D29,C12,14381,4,0,19469
2/12/2025,D9,C13,9349,3,0,13615
2/12/2025,D39,C14,6603,1,0,21438
2/12/2025,D37,C14,6888,4,0,16014
2/12/2025,D44,C15,9161,3,0,22316
2/12/2025,D45,C16,12486,0,0,16792
2/12/2025,D33,C17,11539,0,60,17224
2/12/2025,D12,C18,11568,2,0,13909
2/12/2025,D25,C18,6431,0,40,22196
2/12/2025,D15,C19,14444,5,0,15004
2/12/2025,D18,C20,10032,0,0,17747
2/12/2025,D48,C21,12285,4,60,12280
2/12/2025,D5,C22,8828,4,40,15048
2/12/2025,D45,C23,14727,1,0,16872
2/12/2025,D21,C23,10943,0,0,18541
2/12/2025,D26,C24,14188,1,40,18620
2/12/2025,D50,C24,8535,2,0,22252
2/12/2025,D40,C25,12633,2,60,20495
2/12/2025,D48,C25,6240,1,0,23000
2/13/2025,D30,C1,10537,3,0,16951
2/13/2025,D3,C1,10740,0,60,14824
2/13/2025,D36,C2,11118,0,60,22172
2/13/2025,D19,C3,9117,1,0,21114
2/13/2025,D50,C4,12705,3,60,14755
2/13/2025,D19,C4,13289,3,0,14878
2/13/2025,D45,C5,6970,1,0,23184
2/13/2025,D42,C6,14303,4,40,20276
2/13/2025,D29,C6,8254,4,60,17677
2/13/2025,D27,C7,14235,5,0,16138
2/13/2025,D21,C7,7784,1,60,15721
2/13/2025,D30,C8,12553,5,0,21096
2/13/2025,D45,C9,13212,0,0,17015
2/13/2025,D42,C9,14926,0,40,21152
2/13/2025,D8,C10,14099,0,0,24965
2/13/2025,D6,C11,13717,5,40,25498
2/13/2025,D34,C11,13442,5,0,24222
2/13/2025,D36,C12,14856,1,60,21278
2/13/2025,D25,C12,14395,5,60,15867
2/13/2025,D11,C13,6273,4,0,24364
2/13/2025,D50,C14,14094,4,40,20405
2/13/2025,D20,C15,13941,2,40,21670
2/13/2025,D47,C15,10184,5,0,22887
2/13/2025,D9,C16,10671,2,60,24363
2/13/2025,D1,C17,13706,1,60,22468
2/13/2025,D30,C17,7708,4,60,13881
2/13/2025,D16,C18,13459,5,40,15091
2/13/2025,D14,C18,12024,5,0,20022
2/13/2025,D6,C19,6419,3,60,22091
2/13/2025,D39,C19,7435,5,40,20283
2/13/2025,D4,C20,8151,5,0,15674
2/13/2025,D42,C21,13323,2,0,26278
2/13/2025,D3,C22,14945,2,0,15881
2/13/2025,D6,C23,9017,1,0,17186
2/13/2025,D4,C23,12684,1,60,20305
2/13/2025,D40,C24,6523,0,0,16850
2/13/2025,D43,C24,9221,3,0,18362
2/13/2025,D6,C25,7328,0,0,20651
2/14/2025,D24,C1,10481,3,40,14915
2/14/2025,D25,C1,10856,1,40,14021
2/14/2025,D19,C2,8165,1,60,16955
2/14/2025,D45,C3,13352,2,60,26440
2/14/2025,D34,C4,12309,3,0,23317
2/14/2025,D27,C4,14624,5,0,15859
2/14/2025,D7,C5,6771,1,60,25745
2/14/2025,D47,C6,8015,3,60,23231
2/14/2025,D45,C6,14730,4,0,20224
2/14/2025,D34,C7,14528,2,0,22752
2/14/2025,D37,C7,14950,2,0,20076
2/14/2025,D34,C8,9176,0,0,19020
2/14/2025,D47,C8,9715,2,0,19016
2/14/2025,D46,C9,6033,4,0,20722
2/14/2025,D8,C10,8623,2,0,19872
2/14/2025,D48,C11,14686,3,60,15053
2/14/2025,D27,C12,10474,2,40,13681
2/14/2025,D3,C12,7461,5,0,21083
2/14/2025,D41,C13,14233,4,0,18176
2/14/2025,D5,C14,8514,3,40,20697
2/14/2025,D20,C14,13266,4,0,24077
2/14/2025,D44,C15,7188,5,0,19249
2/14/2025,D47,C16,10598,2,0,18641
2/14/2025,D37,C16,8417,5,0,14620
2/14/2025,D22,C17,8384,3,0,21186
2/14/2025,D31,C18,6994,1,60,12763
2/14/2025,D3,C18,10151,4,0,18159
2/14/2025,D35,C19,13268,2,0,14744
2/14/2025,D22,C19,8047,2,0,19221
2/14/2025,D37,C20,12340,4,0,19693
2/14/2025,D47,C20,10757,0,0,14961
2/14/2025,D37,C21,9585,5,0,22003
2/14/2025,D5,C22,14511,4,60,22981
2/14/2025,D10,C22,12156,0,60,21540
2/14/2025,D37,C23,11635,1,40,24963
2/14/2025,D39,C24,10489,3,0,15676
2/14/2025,D46,C25,8221,3,0,16222
2/14/2025,D3,C25,10966,1,0,20926
2/15/2025,D24,C1,6161,1,0,22043
2/15/2025,D34,C2,8049,5,60,19001
2/15/2025,D24,C3,14752,5,40,18707
2/15/2025,D6,C4,7142,0,40,18163
2/15/2025,D33,C5,9986,3,60,18231
2/15/2025,D10,C5,11220,4,0,18855
2/15/2025,D50,C6,14528,2,0,16759
2/15/2025,D21,C6,9917,2,0,24414
2/15/2025,D47,C7,10988,0,40,13390
2/15/2025,D46,C8,9450,1,60,18954
2/15/2025,D34,C8,10961,4,0,21969
2/15/2025,D22,C9,7340,1,0,16315
2/15/2025,D34,C10,8158,1,0,21414
2/15/2025,D37,C11,10073,5,60,21739
2/15/2025,D21,C12,11968,3,60,17906
2/15/2025,D18,C13,10768,1,60,21824
2/15/2025,D35,C13,12693,5,0,13396
2/15/2025,D10,C14,7085,4,0,23807
2/15/2025,D11,C14,13791,2,0,23866
2/15/2025,D35,C15,14965,4,0,13972
2/15/2025,D10,C16,12533,3,40,19596
2/15/2025,D46,C16,14065,2,0,19840
2/15/2025,D5,C17,6172,0,60,21593
2/15/2025,D4,C18,11617,3,0,14747
2/15/2025,D9,C18,12831,5,60,15982
2/15/2025,D25,C19,14963,3,0,17323
2/15/2025,D26,C20,11972,5,0,14021
2/15/2025,D12,C20,10172,0,0,16397
2/15/2025,D22,C21,11181,1,0,22845
2/15/2025,D13,C21,7849,3,0,25069
2/15/2025,D6,C22,7800,4,0,15786
2/15/2025,D30,C23,11991,0,0,17531
2/15/2025,D15,C24,11394,5,40,16115
2/15/2025,D10,C24,10814,1,0,18576
2/15/2025,D12,C25,10271,2,60,22547
2/15/2025,D45,C25,12933,0,40,17451
2/16/2025,D32,C1,13340,3,0,17236
2/16/2025,D2,C1,14245,5,0,24559
2/16/2025,D30,C2,13928,3,40,22483
2/16/2025,D11,C2,13663,5,60,21406
2/16/2025,D26,C3,10589,2,0,15419
2/16/2025,D36,C4,6254,1,0,25553
2/16/2025,D42,C4,8680,3,0,22178
2/16/2025,D38,C5,11044,2,40,16822
2/16/2025,D27,C5,7117,2,0,23164
2/16/2025,D25,C6,9394,2,40,18682
2/16/2025,D5,C6,8481,5,0,23629
2/16/2025,D37,C7,12374,1,0,26921
2/16/2025,D22,C7,9227,3,40,19588
2/16/2025,D8,C8,6088,3,0,18623
2/16/2025,D38,C8,12765,2,0,21649
2/16/2025,D12,C9,6814,2,0,24070
2/16/2025,D20,C9,12817,5,0,23291
2/16/2025,D21,C10,7475,4,0,15621
2/16/2025,D32,C10,9256,2,0,20099
2/16/2025,D38,C11,11625,1,0,14416
2/16/2025,D43,C12,6000,4,60,17400
2/16/2025,D25,C13,11039,2,0,15668
2/16/2025,D40,C13,8163,1,0,22795
2/16/2025,D20,C14,8588,5,0,24782
2/16/2025,D37,C14,8354,1,0,20753
2/16/2025,D6,C15,13582,5,0,18229
2/16/2025,D38,C15,12536,5,0,27503
2/16/2025,D4,C16,10284,0,0,20923
2/16/2025,D24,C16,9869,4,60,18475
2/16/2025,D19,C17,6613,4,60,13591
2/16/2025,D28,C18,7194,5,0,18223
2/16/2025,D46,C19,8029,3,0,26343
2/16/2025,D25,C19,9438,3,0,16255
2/16/2025,D31,C20,6528,5,0,15883
2/16/2025,D24,C21,6669,4,0,18390
2/16/2025,D27,C21,10184,1,40,23171
2/16/2025,D1,C22,8272,5,0,17737
2/16/2025,D47,C23,10520,3,0,25900
2/16/2025,D9,C24,7692,5,60,25366
2/16/2025,D6,C24,10324,1,0,20530
2/16/2025,D40,C25,9774,5,40,26472
2/16/2025,D12,C25,12995,4,0,16312
2/17/2025,D23,C1,6035,0,0,16783
2/17/2025,D15,C1,6069,4,0,15493
2/17/2025,D47,C2,14939,0,40,18797
2/17/2025,D16,C2,14342,4,60,16901
2/17/2025,D3,C3,14810,5,0,17556
2/17/2025,D8,C4,13104,2,0,18995
2/17/2025,D38,C4,7016,4,40,16145
2/17/2025,D34,C5,11773,4,0,21671
2/17/2025,D6,C5,8948,1,40,14858
2/17/2025,D44,C6,12020,3,60,20959
2/17/2025,D22,C7,10168,2,0,20547
2/17/2025,D30,C8,6820,2,40,18489
2/17/2025,D33,C8,7583,1,0,18293
2/17/2025,D23,C9,6040,4,60,13353
2/17/2025,D19,C9,13672,3,0,22078
2/17/2025,D4,C10,7331,0,0,18302
2/17/2025,D41,C10,7203,4,0,18213
2/17/2025,D48,C11,13241,1,60,23332
2/17/2025,D40,C11,10200,1,40,18029
2/17/2025,D33,C12,12306,5,0,20249
2/17/2025,D9,C13,14322,4,0,16314
2/17/2025,D40,C13,9849,5,0,16770
